epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train_class_loss,train_family_loss,train_genus_loss,train_kingdom_loss,train_loss,train_order_loss,train_phylum_loss,train_species_loss,val_class_acc,val_class_acc_epoch,val_class_loss,val_family_acc,val_family_acc_epoch,val_family_loss,val_genus_acc,val_genus_acc_epoch,val_genus_loss,val_kingdom_acc,val_kingdom_acc_epoch,val_kingdom_loss,val_loss,val_order_acc,val_order_acc_epoch,val_order_loss,val_phylum_acc,val_phylum_acc_epoch,val_phylum_loss,val_species_acc,val_species_acc_epoch,val_species_loss
,2.9999999999999997e-05,0.0003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,9,2.26554012298584,2.814093589782715,2.7757716178894043,0.20432236790657043,2.462663412094116,2.5691933631896973,1.707308292388916,2.7051775455474854,,,,,,,,,,,,,,,,,,,,,,
0,,,19,2.094677448272705,2.61268949508667,2.451237440109253,0.2025263011455536,2.204993486404419,2.2483530044555664,1.624585747718811,2.360442638397217,,,,,,,,,,,,,,,,,,,,,,
0,,,29,1.3683700561523438,1.7975152730941772,1.6649279594421387,0.20127570629119873,1.509116530418396,1.5509346723556519,1.1837539672851562,1.605994462966919,,,,,,,,,,,,,,,,,,,,,,
0,,,39,1.796234130859375,2.479308605194092,2.3517355918884277,0.20063674449920654,2.0677778720855713,2.0698535442352295,1.4424833059310913,2.2622902393341064,,,,,,,,,,,,,,,,,,,,,,
0,,,49,1.92693293094635,2.4242539405822754,2.402534008026123,0.20356439054012299,2.0892162322998047,2.0959997177124023,1.4133636951446533,2.278946876525879,,,,,,,,,,,,,,,,,,,,,,
0,,,59,1.475926160812378,1.8970658779144287,1.805320143699646,0.20019741356372833,1.6045382022857666,1.6888186931610107,1.154032826423645,1.6937199831008911,,,,,,,,,,,,,,,,,,,,,,
0,,,69,1.6902896165847778,2.2652792930603027,2.1783008575439453,0.20292305946350098,1.9217602014541626,1.964298963546753,1.4377152919769287,2.07071590423584,,,,,,,,,,,,,,,,,,,,,,
0,,,79,1.451226830482483,1.915449619293213,1.866753101348877,0.20277288556098938,1.63310706615448,1.5936846733093262,1.1942033767700195,1.7869855165481567,,,,,,,,,,,,,,,,,,,,,,
0,,,89,1.81648588180542,2.191606044769287,2.237151861190796,0.2016015499830246,1.9664244651794434,2.01438045501709,1.525075078010559,2.136101007461548,,,,,,,,,,,,,,,,,,,,,,
0,,,99,1.504030466079712,1.965975284576416,1.963223934173584,0.20411403477191925,1.7243720293045044,1.7825642824172974,1.3206791877746582,1.8725287914276123,,,,,,,,,,,,,,,,,,,,,,
0,,,109,1.5144574642181396,1.9232103824615479,1.8785648345947266,0.20613332092761993,1.6680344343185425,1.7172446250915527,1.2453534603118896,1.8025145530700684,,,,,,,,,,,,,,,,,,,,,,
0,,,119,1.3446123600006104,1.7131283283233643,1.5738722085952759,0.2047494649887085,1.4557772874832153,1.4992914199829102,1.1400668621063232,1.5745182037353516,,,,,,,,,,,,,,,,,,,,,,
0,,,129,1.8129884004592896,2.1052451133728027,2.1116151809692383,0.20140531659126282,1.907487154006958,2.0235538482666016,1.598193883895874,2.0393006801605225,,,,,,,,,,,,,,,,,,,,,,
0,,,139,1.2132906913757324,1.4298746585845947,1.3913509845733643,0.20149819552898407,1.2695808410644531,1.3617147207260132,1.0608227252960205,1.328681230545044,,,,,,,,,,,,,,,,,,,,,,
0,,,149,1.2590744495391846,1.4952049255371094,1.537890911102295,0.20421287417411804,1.360457420349121,1.3423643112182617,1.1183946132659912,1.4911291599273682,,,,,,,,,,,,,,,,,,,,,,
0,,,159,1.2801823616027832,1.424069881439209,1.4035451412200928,0.20195272564888,1.2757388353347778,1.3569095134735107,1.0404863357543945,1.3274648189544678,,,,,,,,,,,,,,,,,,,,,,
0,,,169,1.172188401222229,1.6097989082336426,1.6001873016357422,0.20344296097755432,1.3854577541351318,1.3547043800354004,0.9972374439239502,1.5326228141784668,,,,,,,,,,,,,,,,,,,,,,
0,,,179,1.285625696182251,1.4487199783325195,1.497875690460205,0.20633792877197266,1.3285398483276367,1.3292784690856934,1.0463018417358398,1.446871042251587,,,,,,,,,,,,,,,,,,,,,,
0,,,189,1.0508086681365967,1.1747305393218994,1.1776962280273438,0.20344452559947968,1.08026123046875,1.1998167037963867,0.9361590147018433,1.1162290573120117,,,,,,,,,,,,,,,,,,,,,,
0,,,199,1.1933876276016235,1.3601027727127075,1.3593389987945557,0.2013671100139618,1.2388359308242798,1.3598177433013916,1.0135880708694458,1.3024296760559082,,,,,,,,,,,,,,,,,,,,,,
0,,,209,1.4416035413742065,1.5680538415908813,1.5346906185150146,0.2026498019695282,1.4217694997787476,1.4621806144714355,1.3350085020065308,1.485374927520752,,,,,,,,,,,,,,,,,,,,,,
0,,,219,1.237722396850586,1.5034748315811157,1.4610474109649658,0.20309670269489288,1.3115510940551758,1.3221182823181152,1.0412209033966064,1.4038373231887817,,,,,,,,,,,,,,,,,,,,,,
0,,,229,1.1323102712631226,1.3948661088943481,1.4303165674209595,0.20068569481372833,1.2627613544464111,1.2984596490859985,0.9830325841903687,1.3801190853118896,,,,,,,,,,,,,,,,,,,,,,
0,,,239,1.1587605476379395,1.2790706157684326,1.2789621353149414,0.20359843969345093,1.1644680500030518,1.2122554779052734,0.9695570468902588,1.2331476211547852,,,,,,,,,,,,,,,,,,,,,,
0,,,249,1.1634831428527832,1.3111135959625244,1.3208260536193848,0.2016247808933258,1.1927140951156616,1.1515576839447021,1.087800145149231,1.2811472415924072,,,,,,,,,,,,,,,,,,,,,,
0,,,259,1.0175296068191528,1.1775144338607788,1.1048859357833862,0.20198963582515717,1.0337421894073486,1.1040105819702148,0.930734395980835,1.0591672658920288,,,,,,,,,,,,,,,,,,,,,,
0,,,269,0.9896724224090576,1.1338913440704346,1.0939265489578247,0.20274987816810608,1.005766749382019,1.0921075344085693,0.8391139507293701,1.032230257987976,,,,,,,,,,,,,,,,,,,,,,
0,,,279,1.0007034540176392,1.1340502500534058,1.150155782699585,0.20405817031860352,1.0521576404571533,1.1484005451202393,0.8452751636505127,1.1287684440612793,,,,,,,,,,,,,,,,,,,,,,
0,,,289,0.9891436100006104,1.227703332901001,1.2313580513000488,0.2025299072265625,1.0896574258804321,1.0765429735183716,0.8496654033660889,1.189655065536499,,,,,,,,,,,,,,,,,,,,,,
0,,,299,1.1341845989227295,1.3102622032165527,1.3071238994598389,0.20195098221302032,1.1784051656723022,1.2148698568344116,0.9075762033462524,1.2723115682601929,,,,,,,,,,,,,,,,,,,,,,
0,,,309,1.3870141506195068,1.516287088394165,1.4894996881484985,0.20419910550117493,1.3575539588928223,1.46278715133667,1.0396682024002075,1.418393850326538,,,,,,,,,,,,,,,,,,,,,,
0,,,319,0.9895939826965332,1.179226279258728,1.1926383972167969,0.20483916997909546,1.0656087398529053,1.1508896350860596,0.8067495822906494,1.1333913803100586,,,,,,,,,,,,,,,,,,,,,,
0,,,329,1.0618553161621094,1.225456714630127,1.2032740116119385,0.20319610834121704,1.1008244752883911,1.1480712890625,0.9753573536872864,1.1532155275344849,,,,,,,,,,,,,,,,,,,,,,
0,,,339,1.1342633962631226,1.3670594692230225,1.3614280223846436,0.20317643880844116,1.2229610681533813,1.2586772441864014,1.0158257484436035,1.3094465732574463,,,,,,,,,,,,,,,,,,,,,,
0,,,349,0.828504204750061,1.0164248943328857,1.0109190940856934,0.20301589369773865,0.9022175669670105,0.928062915802002,0.7170611619949341,0.9586820006370544,,,,,,,,,,,,,,,,,,,,,,
0,,,359,1.4278221130371094,1.6274383068084717,1.6366488933563232,0.20366649329662323,1.4717504978179932,1.536348581314087,1.1711695194244385,1.5754826068878174,,,,,,,,,,,,,,,,,,,,,,
0,,,369,1.0162609815597534,1.152445912361145,1.1562600135803223,0.20289841294288635,1.0529050827026367,1.0803247690200806,0.8994154930114746,1.1274924278259277,,,,,,,,,,,,,,,,,,,,,,
0,,,379,1.2346080541610718,1.5281925201416016,1.5184299945831299,0.20113295316696167,1.3513462543487549,1.3782718181610107,1.1046329736709595,1.4488608837127686,,,,,,,,,,,,,,,,,,,,,,
0,,,389,0.9398762583732605,1.1497352123260498,1.1200778484344482,0.20307213068008423,1.0030360221862793,1.0009605884552002,0.7703835964202881,1.0774731636047363,,,,,,,,,,,,,,,,,,,,,,
0,,,399,0.8616802096366882,1.0404305458068848,1.041701078414917,0.20241789519786835,0.9254294037818909,0.9231401681900024,0.7443483471870422,0.988982081413269,,,,,,,,,,,,,,,,,,,,,,
0,,,409,1.0441005229949951,1.2150408029556274,1.1703505516052246,0.2016407549381256,1.0769526958465576,1.1116645336151123,0.9302346706390381,1.1342439651489258,,,,,,,,,,,,,,,,,,,,,,
0,,,419,0.9455980062484741,1.1923034191131592,1.1808223724365234,0.2046559602022171,1.0545904636383057,1.1074573993682861,0.8167171478271484,1.129489541053772,,,,,,,,,,,,,,,,,,,,,,
0,,,429,0.9769570827484131,1.1623246669769287,1.159124493598938,0.20224328339099884,1.0340423583984375,1.0870726108551025,0.7421611547470093,1.107250690460205,,,,,,,,,,,,,,,,,,,,,,
0,,,439,1.0152075290679932,1.1105324029922485,1.1078226566314697,0.20214585959911346,1.008744478225708,1.0724236965179443,0.8415277004241943,1.0454692840576172,,,,,,,,,,,,,,,,,,,,,,
