path,label
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/1_1.png,Sebastolobus
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/2_2.png,Apostichopus leukothele
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/3_3.png,Scotoplanes
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/4_4.png,Keratoisis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/4_5.png,Keratoisis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/5_6.png,Munnopsidae
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/6_7.png,Scotoplanes globosa
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/7_8.png,Sebastolobus
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/7_9.png,Chionoecetes tanneri
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/7_10.png,Sebastolobus
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/8_11.png,Hippasteria
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/9_12.png,Munidopsis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/9_13.png,Munidopsis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/9_14.png,Munidopsis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/9_15.png,Munidopsis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/9_16.png,Munidopsis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/9_17.png,Munidopsis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/9_18.png,Munidopsis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/9_19.png,Munidopsis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/9_20.png,Munidopsis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/9_21.png,Munidopsis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/9_22.png,Munidopsis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/9_23.png,Munidopsis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/10_24.png,Serpulidae
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/10_25.png,Delectopecten
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/11_26.png,Crinoidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/11_27.png,Crinoidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/11_28.png,Crinoidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/11_29.png,Crinoidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/11_30.png,Tunicata
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/11_31.png,Crinoidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/11_32.png,Asteroidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/11_33.png,Crinoidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/11_34.png,Pandalus amplus
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/11_35.png,Crinoidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/11_36.png,Crinoidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/11_37.png,Crinoidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/12_38.png,Keratoisis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/12_39.png,Keratoisis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/12_40.png,Isidella tentaculum
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/12_41.png,Keratoisis
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/13_42.png,Scotoplanes globosa
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/14_43.png,Holothuroidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/15_44.png,Paragorgia arborea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/15_45.png,Heterochone calyx
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/15_46.png,Paragorgia arborea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/15_47.png,Paragorgia arborea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/15_48.png,Paragorgia arborea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/16_49.png,Sebastolobus
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/17_50.png,Paragorgia
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/17_51.png,Paragorgia
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/17_52.png,Paragorgia
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/18_53.png,Terebellidae
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/19_54.png,Holothuroidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/19_55.png,Ophiuroidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/20_56.png,Ophiuroidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/20_57.png,Ophiuroidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/20_58.png,Crinoidea
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/21_59.png,Scotoplanes globosa
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/21_60.png,Peniagone
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/22_61.png,Actiniaria
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/22_62.png,Ceriantharia
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/23_63.png,Peniagone
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/24_64.png,Peniagone
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/25_65.png,Isididae
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/25_66.png,Isididae
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/26_67.png,Rathbunaster californicus
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/27_68.png,Peniagone
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/27_69.png,Peniagone
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/27_70.png,Peniagone
/mnt/beegfs/home/dzimmerman2021/Documents/fathomnet/train/rois/27_71.png,Peniagone
